Sentence,Word,POS,Tag
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,38.40,NUM,PI-U
,£,SYM,B-U
,1914.70,NUM,B-U
,01,NUM,FD-B
,Sep,PROPN,FD-I
,20,NUM,FD-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Roofoods,PROPN,PDE-B
,Limited,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,44.21,NUM,PI-U
,£,SYM,B-U
,1958.91,NUM,B-U
,01,NUM,FD-B
,Sep,PROPN,FD-I
246,20,NUM,FD-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Arch,PROPN,PDE-B
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-I
,DD,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,PROPN,B-U
,11958.91,NUM,B-U
,01,NUM,FD-B
,Sep,PROPN,FD-I
,20,NUM,FD-L
,Uk,PROPN,PDE-B
,Fuels,PROPN,PDE-I
,Ltd,PROPN,PDE-I
,",",PUNCT,PDE-I
,01097148,NUM,PDE-L
,Direct,PROPN,PT-B
247,Debit,PROPN,PT-L
,£,PROPN,PO-U
,59.70,NUM,PO-U
,£,PROPN,B-U
,11899.21,NUM,B-U
,01,NUM,FD-B
,Sep,PROPN,FD-I
,20,NUM,FD-L
,Tetrosyl,PROPN,PDE-B
,Ltd,PROPN,PDE-I
,",",PUNCT,PDE-I
,4740000,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,617.61,NUM,PO-U
,£,PROPN,B-U
,11281.60,NUM,B-U
,01,NUM,FD-B
,Sep,PROPN,FD-I
,20,NUM,FD-L
,Costa,PROPN,PDE-B
,-,PUNCT,PDE-I
248,Costa,PROPN,PDE-I
,Expr,PROPN,PDE-I
,",",PUNCT,PDE-I
,62369RONTECBILSTON,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,622.00,NUM,PO-U
,£,PROPN,B-U
,10659.60,NUM,B-U
,02,NUM,PDA-B
,Sep,PROPN,PDA-I
249,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Rontec,PROPN,PDE-B
,Watford,PROPN,PDE-I
,",",PUNCT,PDE-I
,RONTEC,PROPN,PDE-I
,WATFORD,PROPN,PDE-I
,LTD,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,33.98,NUM,PI-U
,£,PROPN,B-U
,10693.58,NUM,B-U
,02,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Roofoods,PROPN,PDE-B
,Limited,PROPN,PDE-I
250,Transfer,VERB,PDE-L
,£,SYM,PI-U
,51.47,NUM,PI-U
,£,SYM,B-U
,10745.05,NUM,B-U
,02,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,R,NOUN,PDE-B
251,Navaratnam,PROPN,PDE-I
,",",PUNCT,PDE-I
,FOR,ADP,PDE-I
,DD,PROPN,PDE-I
,SHORT,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,3000.00,NUM,PI-U
,£,SYM,B-U
,13745.05,NUM,B-U
,02,NUM,PDA-B
,Sep,PROPN,PDA-I
252,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Arch,PROPN,PDE-B
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-I
,DD,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,23745.05,NUM,B-U
,02,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,Smiths,PROPN,PDE-B
,News,PROPN,PDE-I
,",",PUNCT,PDE-I
,260574,NUM,PDE-I
,3119197595,NUM,PDE-L
,Direct,PROPN,PT-B
253,Debit,PROPN,PT-L
,£,PROPN,PO-U
,269.65,NUM,PO-U
,£,PROPN,B-U
,23475.4,NUM,B-U
,0,NUM,O
,02,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,Rontec,PROPN,PDE-B
,",",PUNCT,PDE-B
,2002094,NUM,PDE-I
254,2002094,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,22085.82,NUM,PO-U
,£,PROPN,B-U
,1389.58,NUM,B-U
,03,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Roofoods,PROPN,PDE-B
,Limited,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,59.97,NUM,PI-U
,£,SYM,B-U
,1449.55,NUM,B-U
,03,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Arch,PROPN,PDE-B
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-I
,DD,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,9856.85,NUM,PI-U
,£,PROPN,B-U
,11306.40,NUM,B-U
,04,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Roofoods,PROPN,PDE-B
,Limited,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,56.91,NUM,PI-U
,£,PROPN,B-U
,11363.31,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Arch,PROPN,PDE-B
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-I
255,DD,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,10000.00,NUM,PI-U
,£,SYM,B-U
,21363.31,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,Uk,PROPN,PDE-B
,Fuels,PROPN,PDE-I
256,Ltd,PROPN,PDE-I
,",",PUNCT,PDE-I
,01097148,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,43.25,NUM,PO-U
,£,SYM,B-U
,21320.06,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,MOB,PROPN,PDE-B
,",",PUNCT,PDE-B
,Hmrc,PROPN,PDE-I
,Paye,PROPN,PDE-I
,",",PUNCT,PDE-I
,120PG013301022103,NUM,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PO-U
,412.72,NUM,PO-U
,£,PROPN,B-U
,20907.34,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
257,20,NUM,PDA-L
,MOB,PROPN,PDE-B
,",",PUNCT,PDE-B
,Hmrc,PROPN,PDE-I
,Paye,PROPN,PDE-I
,",",PUNCT,PDE-I
,120PG013301022104,NUM,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PO-U
,424.80,NUM,PO-U
,£,PROPN,B-U
,20482.54,NUM,B-U
,07,NUM,PDA-B
258,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,MOB,PROPN,PDE-B
,",",PUNCT,PDE-B
,Hmrc,PROPN,PDE-I
,Paye,PROPN,PDE-I
,",",PUNCT,PDE-I
,120PG013301022101,NUM,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PO-U
,427.09,NUM,PO-U
,£,PROPN,B-U
,20055.45,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,MOB,PROPN,PDE-B
,",",PUNCT,PDE-B
,Hmrc,PROPN,PDE-I
,Paye,PROPN,PDE-I
,",",PUNCT,PDE-I
,120PG013301022012,NUM,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PO-U
,480.63,NUM,PO-U
,£,PROPN,O
,19574.82,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,MOB,PROPN,PDE-B
,",",PUNCT,PDE-B
,Hmrc,PROPN,PDE-I
,Paye,PROPN,PDE-I
,",",PUNCT,PDE-I
,120PG013301022011,NUM,PDE-I
259,Transfer,VERB,PDE-L
,£,PROPN,PO-U
,709.58,NUM,PO-U
,£,PROPN,B-U
,18865.24,NUM,B-U
,07,NUM,PDA-B
,Sep,PROPN,PDA-I
,20,NUM,PDA-L
,MOB,PROPN,PDE-B
,",",PUNCT,PDE-B
,Hmrc,PROPN,PDE-I
,Paye,PROPN,PDE-I
,",",PUNCT,PDE-I
260,120PG013301022102,NUM,PDE-I
,Transfe,PROPN,PDE-L
,r,PROPN,PT-U
,£,PROPN,PO-U
,922.35,NUM,PO-U
,£,PROPN,B-U
,17942.89,NUM,B-U
,08,NUM,TD-B
,Sep,PROPN,TD-I
,20,NUM,TD-L
,FPS,PROPN,PT-U
,",",PUNCT,O
,Arch,PROPN,PDE-B
,Global,PROPN,PDE-I
,",",PUNCT,PDE-I
,Rontec,PROPN,PDE-I
,DD,PROPN,PDE-I
,Transfer,PROPN,PDE-L
,£,PROPN,PI-U
,6958.88,NUM,PI-U
,£,SYM,B-U
,24901.7,NUM,B-U
,7,NUM,O
,08,NUM,TD-B
,Sep,PROPN,TD-I
,20,NUM,TD-L
,Costa,PROPN,PDE-B
,-,PUNCT,PDE-I
,Costa,PROPN,PDE-I
,Expr,PROPN,PDE-I
,",",PUNCT,PDE-I
,62369RONTECBILSTON,NUM,PDE-L
,Direct,PROPN,PT-B
261,Debit,PROPN,PT-L
,£,PROPN,PO-U
,595.00,NUM,PO-U
,£,PROPN,B-U
,24306.77,NUM,B-U
,08,NUM,TD-B
,Sep,PROPN,TD-I
,20,NUM,TD-L
,Rontec,PROPN,PDE-B
,",",PUNCT,PDE-B
,2002094,NUM,PDE-I
,2002094,NUM,PDE-L
,Direct,PROPN,PT-B
,Debit,PROPN,PT-L
,£,PROPN,PO-U
,22144.07,NUM,PO-U
,£,PROPN,B-U
,2162.70,NUM,B-U
,Total,ADJ,O
,debits,NOUN,O
,£,SYM,POW-U
,49814.27,NUM,POW-U
,Total,ADJ,O
,credits,NOUN,O
,£,SYM,PID-U
,50135.62,NUM,PID-U
,Closing,PROPN,O
,balance,NOUN,O
,£,SYM,B-U
,2162.70,NUM,B-U
,Important,ADJ,O
,information,NOUN,O
,about,ADP,O
,compensation,NOUN,O
,arrangements,NOUN,O
,We,PRON,O
,are,AUX,O
,covered,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Services,PROPN,O
,Compensation,PROPN,O
,Scheme,PROPN,O
,(,PUNCT,O
,FSCS,PROPN,O
,),PUNCT,O
,.,PUNCT,O
262,The,DET,O
,FSCS,PROPN,O
,can,VERB,O
,pay,VERB,O
,compensation,NOUN,O
,to,ADP,O
,depositors,NOUN,O
,if,SCONJ,O
,a,DET,O
,bank,NOUN,O
,is,AUX,O
,unable,ADJ,O
,to,PART,O
,meet,VERB,O
,its,DET,O
,financial,ADJ,O
,obligations,NOUN,O
,.,PUNCT,O
263,Your,DET,O
,deposit,NOUN,O
,is,AUX,O
,covered,VERB,O
,by,ADP,O
,the,DET,O
,scheme,NOUN,O
,.,PUNCT,O
264,Details,NOUN,O
,on,ADP,O
,the,DET,O
,protection,NOUN,O
,of,ADP,O
,eligible,ADJ,O
,deposits,NOUN,O
,can,VERB,O
,be,AUX,O
,found,VERB,O
,in,ADP,O
,the,DET,O
,information,NOUN,O
,sheet,NOUN,O
,and,CCONJ,O
,deposits,NOUN,O
,excluded,VERB,O
,from,ADP,O
,the,DET,O
,scheme,NOUN,O
,can,VERB,O
,be,AUX,O
,found,VERB,O
,in,ADP,O
,the,DET,O
,exclusion,NOUN,O
,list,NOUN,O
,which,DET,O
,can,VERB,O
,be,AUX,O
,obtained,VERB,O
,from,ADP,O
,your,DET,O
,local,ADJ,O
,branch,NOUN,O
,.,PUNCT,O
265,For,ADP,O
,further,ADJ,O
,information,NOUN,O
,about,ADP,O
,the,DET,O
,compensation,NOUN,O
,provided,VERB,O
,by,ADP,O
,the,DET,O
,FSCS,PROPN,O
,",",PUNCT,O
,refer,VERB,O
,to,ADP,O
,the,DET,O
,FSCS,PROPN,O
,website,NOUN,O
,at,ADP,O
,www,NOUN,O
,.,PUNCT,O
,FSCS.org.uk,X,O
,.,PUNCT,O
266,Interest,NOUN,O
,rate,NOUN,O
,information,NOUN,O
,Arranged,VERB,O
,Overdraft,PROPN,O
,interest,NOUN,O
,rates,NOUN,O
,apply,VERB,O
,to,ADP,O
267,the,DET,O
,amount,NOUN,O
,of,ADP,O
,any,DET,O
,borrowing,NOUN,O
,",",PUNCT,O
,up,ADP,O
,to,ADP,O
,your,DET,O
,Arranged,PROPN,O
,Overdraft,PROPN,O
,limit,NOUN,O
,.,PUNCT,O
268,Unarranged,PROPN,O
,Overdraft,PROPN,O
,interest,NOUN,O
,rates,NOUN,O
,apply,VERB,O
,to,ADP,O
,any,DET,O
,borrowing,NOUN,O
,which,DET,O
,is,AUX,O
,the,DET,O
,result,NOUN,O
,of,ADP,O
,our,DET,O
,agreeing,VERB,O
,to,ADP,O
,a,DET,O
,request,NOUN,O
,from,ADP,O
,you,PRON,O
,for,ADP,O
,a,DET,O
,temporary,ADJ,O
,Unarranged,PROPN,O
,Overdraft,PROPN,O
,or,CCONJ,O
,temporary,ADJ,O
,increase,NOUN,O
,to,ADP,O
,an,DET,O
,existing,VERB,O
,Arranged,PROPN,O
,Overdraft,PROPN,O
,to,PART,O
,cover,VERB,O
,a,DET,O
,payment,NOUN,O
,despite,SCONJ,O
,lack,NOUN,O
,of,ADP,O
,funds,NOUN,O
,.,PUNCT,O
269,Interest,NOUN,O
,rates,NOUN,O
,applicable,ADJ,O
,during,ADP,O
,the,DET,O
,statement,NOUN,O
,period,NOUN,O
,are,AUX,O
,available,ADJ,O
,on,ADP,O
,request,NOUN,O
,",",PUNCT,O
,please,INTJ,O
,call,VERB,O
,the,DET,O
,team,NOUN,O
,at,ADP,O
,Yorkshire,PROPN,O
,Bank,PROPN,O
,on,ADP,O
,<,X,O
,strong>0800,PROPN,O
,456,NUM,O
,1247,NUM,O
,<,X,O
,/strong,PROPN,O
,>,PUNCT,O
,or,CCONJ,O
,<,X,O
,strong>+44,PROPN,O
,141,NUM,O
,951,NUM,O
,7315,NUM,O
,<,X,O
,/strong,PUNCT,O
,>,X,O
,.,PUNCT,O
270,Dispute,NOUN,O
,resolution,NOUN,O
,If,SCONJ,O
,you,PRON,O
,have,AUX,O
,a,DET,O
,complaint,NOUN,O
,",",PUNCT,O
,please,INTJ,O
,talk,VERB,O
,to,ADP,O
,us,PRON,O
,first,ADV,O
,so,SCONJ,O
,that,SCONJ,O
,we,PRON,O
,can,VERB,O
,try,VERB,O
,to,PART,O
,resolve,VERB,O
,it,PRON,O
,.,PUNCT,O
271,If,SCONJ,O
,you,PRON,O
,are,AUX,O
,not,PART,O
,happy,ADJ,O
,with,ADP,O
,the,DET,O
,way,NOUN,O
,we,PRON,O
,handled,VERB,O
,your,DET,O
,complaint,NOUN,O
,or,CCONJ,O
,the,DET,O
,result,NOUN,O
,",",PUNCT,O
,you,PRON,O
,can,VERB,O
,then,ADV,O
,refer,VERB,O
,the,DET,O
,matter,NOUN,O
,to,ADP,O
,the,DET,O
,Financial,PROPN,O
,Ombudsman,PROPN,O
,Service,PROPN,O
,.,PUNCT,O
272,The,DET,O
,Financial,PROPN,O
,Ombudsman,PROPN,O
,Service,PROPN,O
,is,AUX,O
,an,DET,O
,independent,ADJ,O
,organisation,NOUN,O
,that,DET,O
,helps,VERB,O
,resolve,VERB,O
,complaints,NOUN,O
,that,SCONJ,O
,customers,NOUN,O
,and,CCONJ,O
,financial,ADJ,O
,institutions,NOUN,O
,have,AUX,O
,n't,PART,O
,been,AUX,O
,able,ADJ,O
,to,PART,O
,solve,VERB,O
,themselves,PRON,O
,.,PUNCT,O
273,Summary,NOUN,O
,of,ADP,O
,charges,NOUN,O
,for,ADP,O
,the,DET,O
,period,NOUN,O
,01,NUM,ID-B
,APR,PROPN,ID-I
,2020,NUM,ID-L
274,Metro,PROPN,O
,Bank,PROPN,O
,Commercial,PROPN,AT-B
,Account,PROPN,AT-L
,Statement,PROPN,O
,BIC,PROPN,O
,:,PUNCT,O
,The,DET,O
,total,ADJ,O
,charge,NOUN,O
275,for,ADP,O
,this,DET,O
,account,NOUN,O
,during,ADP,O
,this,DET,O
,period,NOUN,O
,is,AUX,O
,£,SYM,CB-U
,0.00,NUM,CB-U
,How,ADV,O
276,your,DET,O
,total,ADJ,O
,charge,NOUN,O
,has,AUX,O
,been,AUX,O
,calculated,VERB,O
,:,PUNCT,O
,Monthly,ADJ,O
,maintenance,NOUN,O
,fee,NOUN,O
,:,PUNCT,O
,Online,ADJ,O
,banking,NOUN,O
,fee,NOUN,O
,",",PUNCT,O
,if,SCONJ,O
,applicable,ADJ,O
,:,PUNCT,O
,Transaction,NOUN,O
,charges,NOUN,O
,:,PUNCT,O
,Cash,NOUN,O
,charges,NOUN,O
,:,PUNCT,O
,Instant,ADJ,O
,overdraft,NOUN,O
,charges,NOUN,O
,:,PUNCT,O
,Interest,NOUN,O
,charged,VERB,O
,:,PUNCT,O
,Post,PROPN,O
,Office,PROPN,O
,Change,NOUN,O
,Giving,VERB,O
,Charges,NOUN,O
,:,PUNCT,O
,Post,PROPN,O
,Office,PROPN,O
,Setup,PROPN,O
,Fee,PROPN,O
,:,PUNCT,O
,FX,PROPN,O
,Platform,PROPN,O
,Monthly,PROPN,O
,Fee,PROPN,O
,Total,ADJ,O
,charges,NOUN,O
,:,PUNCT,O
,Transaction,NOUN,O
,charges,VERB,O
,Sub,PROPN,O
,Total,PROPN,O
,Cash,PROPN,O
,charges,NOUN,O
,Sub,PROPN,O
,Total,PROPN,O
,Transaction,PROPN,O
,charges,VERB,O
,summary,NOUN,O
,MYMBGB2L,NOUN,O
,BRIGHTON,ADJ,AN-B
,DEVELOPMENTS,NOUN,AN-I
,LIMITED,VERB,AN-L
,6,NUM,AA-B
,BLOOMSBURY,PROPN,AA-I
,SQUARE,PROPN,AA-I
,LONDON,PROPN,AA-I
,WC1A,NOUN,AA-I
,2LP,NUM,AA-L
,IBAN,NOUN,O
,:,PUNCT,O
,GB73MYMB23058027648665,NOUN,IBAN-U
,to,ADP,O
,30,NUM,PDA-B
,APR,PROPN,PDA-I
,2020,NUM,PDA-L
,Volume,PROPN,O
,Amount,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,Metro,PROPN,O
,Bank,PROPN,O
,Commercial,PROPN,AT-B
,Account,PROPN,AT-L
277,number,NOUN,O
,Sort,ADV,O
,code,NOUN,O
,Statement,PROPN,O
,date,NOUN,O
,Overdraft,PROPN,O
,limit,NOUN,O
,£,SYM,CB-B
,0.00,NUM,CB-B
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-I
,0.00,NUM,CB-I
,£,PROPN,CB-L
,0.00,NUM,CB-L
,Price,PROPN,O
278,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,%,NOUN,O
,Charge,PROPN,O
,metrobank,NOUN,O
,One,NUM,O
,Southampton,PROPN,O
,Row,PROPN,O
,MBS5C_11790185@00006598,NOUN,O
,1030,NUM,O
,London,PROPN,O
,WC1B,PROPN,O
,5HA,NUM,O
,T,NOUN,O
,:,PUNCT,O
,0345,NUM,O
,08,NUM,O
,08,NUM,O
,500,NUM,O
,Charge,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,Charge,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,online.co.uk,PROPN,O
,30,NUM,PDA-B
,APR,PROPN,PDA-I
,2020,NUM,PDA-L
,27648665,NUM,ANU-U
,23,NUM,SC-U
,-,PUNCT,SC-U
,05,NUM,SC-U
,-,PUNCT,SC-U
,80,NUM,SC-U
279,£,SYM,CB-U
,0.00,NUM,CB-U
,0.00,NUM,O
,0.00,NUM,O
,Statement,PROPN,O
,number,NOUN,O
,Metro,PROPN,O
,Bank,PROPN,O
,Commercial,PROPN,AT-B
,Account,PROPN,AT-L
280,number,NOUN,O
,Sort,PROPN,O
,code,NOUN,O
,This,DET,O
,document,NOUN,O
,sets,VERB,O
,out,ADP,O
,the,DET,O
,charges,NOUN,O
,and,CCONJ,O
,interest,NOUN,O
,that,DET,O
,have,AUX,O
,accrued,VERB,O
,on,ADP,O
,your,DET,O
,account,NOUN,O
,within,ADP,O
,the,DET,O
,above,ADJ,O
,period,NOUN,O
,.,PUNCT,O
,There,PRON,O
,are,AUX,O
,5,NUM,O
,types,NOUN,O
,of,ADP,O
,charge,NOUN,O
,:,PUNCT,O
,1,NUM,O
,.,PUNCT,O
281,2,X,O
,.,PUNCT,O
282,Information,NOUN,O
,Summary,PROPN,O
,for,ADP,O
,Commercial,PROPN,O
,Online,PROPN,O
,Banking,PROPN,O
,for,ADP,O
,more,ADJ,O
,details,NOUN,O
,3,NUM,O
,.,PUNCT,O
283,Information,PROPN,O
,Summary,PROPN,O
,for,ADP,O
,further,ADJ,O
,details,NOUN,O
,.,PUNCT,O
284,4,X,O
,.,PUNCT,O
,further,ADJ,O
,details,NOUN,O
,.,PUNCT,O
285,5,X,O
,.,PUNCT,O
286,6,X,O
,.,PUNCT,O
,overdraft,PROPN,O
,facility,NOUN,O
,letter,PROPN,O
,),PUNCT,O
,is,AUX,O
,charged,VERB,O
,.,PUNCT,O
287,Please,INTJ,O
,see,VERB,O
,Commercial,PROPN,O
,Bank,PROPN,O
,Account,PROPN,O
,Important,PROPN,O
,Information,PROPN,O
,Summary,PROPN,O
,for,ADP,O
,any,DET,O
,additional,ADJ,O
,charges,NOUN,O
,applicable,ADJ,O
,to,ADP,O
,your,DET,O
,account,NOUN,O
,.,PUNCT,O
288,Should,VERB,O
,you,PRON,O
,require,VERB,O
,information,NOUN,O
,about,ADP,O
,the,DET,O
,calculation,NOUN,O
,of,ADP,O
,debit,NOUN,O
,interest,NOUN,O
,(,PUNCT,O
,if,SCONJ,O
,any,DET,O
,),PUNCT,O
,deducted,VERB,O
,from,ADP,O
,your,DET,O
,account,NOUN,O
,and,CCONJ,O
,detailed,VERB,O
,in,ADP,O
,this,DET,O
,statement,NOUN,O
,please,INTJ,O
,contact,VERB,O
,us,PRON,O
,.,PUNCT,O
289,Should,VERB,O
,you,PRON,O
,have,AUX,O
,any,DET,O
,queries,NOUN,O
,regarding,VERB,O
,your,DET,O
,statement,NOUN,O
,or,CCONJ,O
,any,DET,O
,transaction,NOUN,O
,on,ADP,O
,your,DET,O
,statement,NOUN,O
,",",PUNCT,O
,we,PRON,O
,love,VERB,O
,to,PART,O
,hear,VERB,O
,from,ADP,O
,you,PRON,O
,.,PUNCT,O
290,Please,INTJ,O
,call,VERB,O
,us,PRON,O
,on,ADP,O
,0345,NUM,O
,08,NUM,O
,08,NUM,O
,500,NUM,O
,(,PUNCT,O
,or,CCONJ,O
,+44,PROPN,O
,20,NUM,O
,3402,NUM,O
,8312,NUM,O
,outside,ADP,O
,the,DET,O
,UK,PROPN,O
,),PUNCT,O
,",",PUNCT,O
,or,CCONJ,O
,visit,VERB,O
,one,NUM,O
,of,ADP,O
,our,DET,O
,stores,NOUN,O
,.,PUNCT,O
291,*,PUNCT,O
,EAR,PROPN,O
,stands,VERB,O
,for,ADP,O
,Effective,ADJ,O
,Annual,PROPN,O
,Rate,NOUN,O
,and,CCONJ,O
,illustrates,VERB,O
,what,PRON,O
,the,DET,O
,interest,NOUN,O
,rate,NOUN,O
,on,ADP,O
,the,DET,O
,overdraft,NOUN,O
,would,VERB,O
,be,AUX,O
,if,SCONJ,O
,interest,NOUN,O
,was,AUX,O
,charged,VERB,O
,and,CCONJ,O
,added,VERB,O
,to,ADP,O
,the,DET,O
,amount,NOUN,O
,owed,VERB,O
,once,ADV,O
,each,DET,O
,year,NOUN,O
,.,PUNCT,O
292,It,PRON,O
,does,AUX,O
,not,PART,O
,take,VERB,O
,into,ADP,O
,account,NOUN,O
,fees,NOUN,O
,and,CCONJ,O
,charges,NOUN,O
,.,PUNCT,O
293,‘,PUNCT,O
,Monthly,ADJ,O
,maintenance,NOUN,O
,fee,NOUN,O
,’,PUNCT,O
,‘,PUNCT,O
,Online,ADJ,O
,banking,NOUN,O
,fee,NOUN,O
,’,PUNCT,O
,‘,PUNCT,O
,Transaction,NOUN,O
,charges,VERB,O
,’,PUNCT,O
,‘,PUNCT,O
,Cash,NOUN,O
,charges,NOUN,O
,’,PUNCT,O
,‘,PUNCT,O
,Instant,PROPN,O
,Overdraft,PROPN,O
,Charges,VERB,O
,’,PUNCT,O
,‘,PUNCT,O
,Agreed,VERB,O
,Overdraft,PROPN,O
,Charges,NOUN,O
,’,PUNCT,O
,•,PUNCT,O
,When,ADV,O
,a,DET,O
,transaction,NOUN,O
,creates,VERB,O
,or,CCONJ,O
,increases,VERB,O
,an,DET,O
,instant,ADJ,O
,overdraft,NOUN,O
,-,PUNCT,O
,debit,NOUN,O
,interest,NOUN,O
,at,ADP,O
,25,NUM,O
,%,NOUN,O
,EAR,PROPN,O
,*,PUNCT,O
,is,AUX,O
,charged,VERB,O
,and,CCONJ,O
,we,PRON,O
,may,VERB,O
,make,VERB,O
,a,DET,O
,‘,PUNCT,O
,paid,VERB,O
,item,NOUN,O
,charge,NOUN,O
,’,PUNCT,O
,;,PUNCT,O
,and,CCONJ,O
,•,PUNCT,O
,When,ADV,O
,we,PRON,O
,refuse,VERB,O
,to,PART,O
,allow,VERB,O
,a,DET,O
,transaction,NOUN,O
,because,SCONJ,O
,it,PRON,O
,would,VERB,O
,have,AUX,O
,created,VERB,O
,or,CCONJ,O
,increased,VERB,O
,an,DET,O
,instant,ADJ,O
,overdraft,NOUN,O
,-,PUNCT,O
,‘,PUNCT,O
,unpaid,ADJ,O
,item,NOUN,O
,charges,NOUN,O
,’,PUNCT,O
,may,VERB,O
,be,AUX,O
,charged,VERB,O
,.,PUNCT,O
294,–,PUNCT,O
,incurred,VERB,O
,when,ADV,O
,you,PRON,O
,bank,VERB,O
,or,CCONJ,O
,withdraw,VERB,O
,cash,NOUN,O
,-,PUNCT,O
,please,INTJ,O
,see,VERB,O
,Commercial,PROPN,AT-B
,Account,PROPN,AT-L
,Important,ADJ,O
,Information,PROPN,O
,Summary,PROPN,O
,for,ADP,O
,-,PUNCT,O
295,-,PUNCT,O
,these,DET,O
,are,AUX,O
,incurred,VERB,O
,when,ADV,O
,you,PRON,O
,make,VERB,O
,certain,ADJ,O
,types,NOUN,O
,of,ADP,O
,transaction,NOUN,O
,-,PUNCT,O
,please,INTJ,O
,see,VERB,O
,Commercial,PROPN,AT-B
,Account,PROPN,AT-L
,Important,ADJ,O
,this,DET,O
296,is,AUX,O
,applied,VERB,O
,if,SCONJ,O
,you,PRON,O
,have,AUX,O
,subscribed,VERB,O
,to,ADP,O
,our,DET,O
,Commercial,PROPN,O
,Online,PROPN,O
,Banking,PROPN,O
,service,NOUN,O
,-,PUNCT,O
